instance_id,live_revision_split,scale,CF_level,RI_level,TI_level,replicate,base_structure,family,number_of_products,number_of_operations,number_of_islands,number_of_W_AGVs,number_of_F_AGVs,number_of_configurations,number_of_precedence_edges,F_route_mean,F_route_median,R_full_op,R_high_op,F_route_min,F_route_max,F_cap_mean,R_full_island,capability_heterogeneity,capability_selectivity_mean,capability_selectivity_median,capability_selectivity_std,capability_selectivity_min,capability_selectivity_max,processing_CV_mean,processing_CV_median,processing_CV_p90,processing_min_max_ratio_mean,mean_processing_time,precedence_edge_density,mean_predecessor_count,mean_successor_count,number_of_source_operations,number_of_sink_operations,mean_ready_set_size,max_ready_set_size,mean_reconfiguration_time,median_reconfiguration_time,maximum_reconfiguration_time,nonzero_reconfiguration_std,nonzero_reconfiguration_CV,RI,configuration_diversity_entropy,nonzero_offdiagonal_reconfiguration_ratio,W_transport_intensity,F_transport_intensity,operations_per_W_AGV,operations_per_F_AGV,islands_per_W_AGV,islands_per_F_AGV,configuration_entropy,cell_replicate
CB1_LIVE_REV_L_CF1_RI2_TI2_R09,LIVE_REV_FIT,L,CF1,RI2,TI2,R09,CB1_LIVE_REV_BASE_L_CF1_R09,Unknown,22,178,15,2,2,8,264,0.2258426966292135,0.2,0.0,0.0,0.2,0.2666666666666666,0.35,0.0,0.1527525231651946,0.35,0.3666666666666667,0.114260910006684,0.2,0.5333333333333333,0.3208730699999658,0.3187532149024797,0.3674234614174767,0.42240408117704,63.31011608623549,0.4006069802731411,1.4831460674157304,1.4831460674157304,22,22,12.623595505617978,26,18.714285714285715,20.0,50.0,10.104102036673696,0.3779396945015352,0.4222815488307645,0.9708343968191472,1.0,0.5501811306514565,0.9982606873428332,89.0,89.0,7.5,7.5,0.9708343968191472,C01
CB1_LIVE_REV_L_CF1_RI2_TI2_R09_C02,LIVE_REV_FIT,L,CF1,RI2,TI2,R09,CB1_LIVE_REV_BASE_L_CF1_R09_C02,Unknown,22,185,15,2,2,8,272,0.2291891891891892,0.2,0.0,0.0,0.2,0.26666666666666666,0.35,0.0,0.13070322617798436,0.35,0.3666666666666667,0.09279607271383371,0.2,0.4666666666666667,0.32504678952631,0.32659863237109044,0.36717981158789403,0.414981658600872,62.41509433962264,0.38255977496483823,1.4702702702702704,1.4702702702702704,22,22,13.016216216216216,28,17.96268656716418,20.0,51.0,9.58517557153963,0.36636317099362103,0.4191781452079281,0.9044088183338536,1.0,0.549621655834341,0.9970878677952438,92.5,92.5,7.5,7.5,0.9044088183338536,C02
CB1_LIVE_REV_L_CF1_RI2_TI2_R10,LIVE_REV_SELECT,L,CF1,RI2,TI2,R10,CB1_LIVE_REV_BASE_L_CF1_R10,Unknown,22,193,15,2,2,8,287,0.2245250431778929,0.2,0.0,0.0,0.2,0.2666666666666666,0.35,0.0,0.1719980620045857,0.35,0.3333333333333333,0.0927960727138337,0.2,0.5333333333333333,0.3265927450548373,0.3265986323710904,0.3698094748954389,0.4156371808451234,62.00769230769231,0.3741851368970013,1.4870466321243525,1.4870466321243525,22,22,13.367875647668392,26,18.58904109589041,21.0,52.0,10.569840285862368,0.4050344103646596,0.4208534921225654,0.9372580769456044,1.0,0.5501459573874209,1.0009510813381302,96.5,96.5,7.5,7.5,0.9372580769456044,C01
CB1_LIVE_REV_L_CF1_RI2_TI2_R10_C02,LIVE_REV_SELECT,L,CF1,RI2,TI2,R10,CB1_LIVE_REV_BASE_L_CF1_R10_C02,Unknown,22,187,15,2,2,8,279,0.23172905525846701,0.2,0.0,0.0,0.2,0.26666666666666666,0.35,0.0,0.1136515141415488,0.35,0.3333333333333333,0.08660254037844387,0.2,0.5333333333333333,0.32666591319901656,0.3265986323710904,0.3727061733976507,0.41174453274156736,61.28769230769231,0.38589211618257263,1.4919786096256684,1.4919786096256684,22,22,12.802139037433156,25,17.46153846153846,16.0,53.0,10.134503498298512,0.39287943077104365,0.42089126828188506,0.9467246570873156,1.0,0.5488331748751161,1.0007447013245643,93.5,93.5,7.5,7.5,0.9467246570873156,C02
CB1_LIVE_REV_L_CF2_RI2_TI2_R09,LIVE_REV_FIT,L,CF2,RI2,TI2,R09,CB1_LIVE_REV_BASE_L_CF2_R09,Unknown,22,170,15,2,2,8,250,0.3635294117647059,0.3333333333333333,0.0,0.0,0.3333333333333333,0.4,0.5,0.0,0.1645701471510958,0.5,0.5333333333333333,0.0999999999999999,0.3333333333333333,0.6,0.3246477627532754,0.326728096875787,0.367042456063329,0.3653870929720814,61.929881337648325,0.4187604690117253,1.4705882352941178,1.4705882352941178,22,22,12.56470588235294,25,20.154135338345863,21.0,52.0,9.540124421848644,0.366585642772024,0.420221568046822,0.968055264169628,1.0,0.5496387489330942,1.0022087129195771,85.0,85.0,7.5,7.5,0.968055264169628,C01
CB1_LIVE_REV_L_CF2_RI2_TI2_R09_C02,LIVE_REV_FIT,L,CF2,RI2,TI2,R09,CB1_LIVE_REV_BASE_L_CF2_R09_C02,Unknown,22,168,15,2,2,8,234,0.3551587301587302,0.3333333333333333,0.0,0.0,0.3333333333333333,0.4,0.5,0.0,0.1707825127659933,0.5,0.5333333333333333,0.12909944487358055,0.3333333333333333,0.7333333333333333,0.3264472517880568,0.3295566759345579,0.3693387567062306,0.36476234990928186,61.39664804469274,0.39728353140916806,1.3928571428571428,1.3928571428571428,22,22,12.55952380952381,23,20.104477611940297,21.0,51.0,9.597194332368936,0.3704930254515105,0.42190977811996916,0.9507935330261992,1.0,0.5500860156960873,0.9984258416742492,84.0,84.0,7.5,7.5,0.9507935330261992,C02
CB1_LIVE_REV_L_CF2_RI2_TI2_R10,LIVE_REV_SELECT,L,CF2,RI2,TI2,R10,CB1_LIVE_REV_BASE_L_CF2_R10,Unknown,22,181,15,2,2,8,263,0.3672191528545119,0.4,0.0,0.0,0.3333333333333333,0.4,0.5,0.0,0.1825741858350553,0.5,0.5,0.0577350269189625,0.4,0.6,0.3236476397075286,0.3243077100213592,0.3677089562999655,0.365840086255925,63.68806419257773,0.3873343151693667,1.4530386740331491,1.4530386740331491,22,22,12.259668508287293,23,20.88235294117647,21.0,53.0,10.45359645716652,0.3901694452322715,0.4206824806163773,0.9115130145170416,1.0,0.5495535222136478,1.0017575633494495,90.5,90.5,7.5,7.5,0.9115130145170416,C01
CB1_LIVE_REV_L_CF2_RI2_TI2_R10_C02,LIVE_REV_SELECT,L,CF2,RI2,TI2,R10,CB1_LIVE_REV_BASE_L_CF2_R10_C02,Unknown,22,189,15,2,2,8,277,0.35908289241622576,0.3333333333333333,0.0,0.0,0.26666666666666666,0.4,0.5,0.0,0.13693063937629152,0.5,0.5333333333333333,0.11547005383792514,0.26666666666666666,0.6666666666666666,0.32428535177281576,0.32141217326661253,0.37078869730148134,0.36770082294110984,62.215127701375245,0.3768707482993197,1.4656084656084656,1.4656084656084656,22,22,12.666666666666666,24,20.027131782945737,21.0,52.0,10.516263683312308,0.4029843640982847,0.4194471756325392,0.97189243878745,1.0,0.5493162597694797,0.9992210731296545,94.5,94.5,7.5,7.5,0.97189243878745,C02
CB1_LIVE_REV_L_CF3_RI2_TI2_R09,LIVE_REV_FIT,L,CF3,RI2,TI2,R09,CB1_LIVE_REV_BASE_L_CF3_R09,Unknown,22,192,15,2,2,8,286,0.4972222222222222,0.4666666666666667,0.0,0.0,0.4666666666666667,0.5333333333333333,0.65,0.0,0.1307032261779843,0.65,0.6666666666666666,0.1040832999733066,0.4666666666666667,0.8,0.328521820369839,0.328880631577626,0.3688574778889605,0.3371742223898817,63.15851955307262,0.3778071334214002,1.4895833333333333,1.4895833333333333,22,22,13.067708333333334,26,21.623222748815166,21.0,52.0,10.183171899118053,0.3838916310462038,0.419993422556517,0.9499517260919476,1.0,0.5500173451787314,1.0011845398022328,96.0,96.0,7.5,7.5,0.9499517260919476,C01
CB1_LIVE_REV_L_CF3_RI2_TI2_R09_C02,LIVE_REV_FIT,L,CF3,RI2,TI2,R09,CB1_LIVE_REV_BASE_L_CF3_R09_C02,Unknown,22,168,15,2,2,8,245,0.4992063492063492,0.4666666666666667,0.0,0.0,0.4666666666666667,0.5333333333333333,0.65,0.0,0.18371173070873836,0.65,0.6333333333333333,0.09860132971832695,0.5333333333333333,0.8,0.32315399171564463,0.3259204392814984,0.36443277490535975,0.34447521973941014,63.49602543720191,0.42387543252595156,1.4583333333333333,1.4583333333333333,22,22,13.077380952380953,26,21.9337899543379,22.0,55.0,9.901393077569601,0.3710316964635221,0.4202800242592175,0.9531124974521823,1.0,0.5496160942312026,1.0016374971832045,84.0,84.0,7.5,7.5,0.9531124974521823,C02
